job_id,job_title,job_date,job_loc,job_summary,job_salary,job_url,company_name,search_time,search_position,source
002d164f0f07e091,Senior Auditor - COO,08/07/2022,"Chandler, AZ+7 locations","Wells Fargo is seeking a Senior Auditor as part of Chief Operating Office focused on issue validation.
Perform audit testing components of assigned audits…",[],https://www.indeed.com/rc/clk?jk=002d164f0f07e091&fccid=78bbcd26e39621f5&vjs=3,WELLS FARGO BANK,"26/07/2022, 19:33:04",auditor,indeed.com
00648b40684c6023,Auditor Manager - Remote,26/06/2022,Remote,"Are you an experienced leader in Medicare auditor looking to grow in your career?
Attend entrance and exit conferences, lends assistance to auditors as required…",[],https://www.indeed.com/rc/clk?jk=00648b40684c6023&fccid=ffa029b8632ab6e4&vjs=3,Novitas,"26/07/2022, 19:33:04",auditor,indeed.com
008b7a08f4bd3349,Sr. Internal Auditor,08/07/2022,"Hybrid remote in Belleville, IL 62223",Allsup – True Help. Rewarding. Teamwork. Allsup LLC is a people-centered organization with a team of hundreds who are dedicated to helping people with…,[],https://www.indeed.com/rc/clk?jk=008b7a08f4bd3349&fccid=0bcdde91253ed232&vjs=3,"Allsup, LLC","26/07/2022, 19:33:04",auditor,indeed.com
013e42cf047b943a,Pre-Funding Auditor,26/06/2022,Remote,"Knowledge of regulatory issues surrounding consumer lending products and guidelines.
The Pre-Funding Auditor I must exhibit a high level of professionalism and…",[],https://www.indeed.com/rc/clk?jk=013e42cf047b943a&fccid=144839c80fc0bef7&vjs=3,Silverton Mortgage,"26/07/2022, 19:33:04",auditor,indeed.com
0149ac95e32ab8c4,Plant Financial Analyst – A Full-Scope Business Partner,23/07/2022,"Van Buren, IN+1 location","Benefits begin the first day of the month following your date of hire and include Medical, Dental, and Vision group health care coverage, along with life…",[],https://www.indeed.com/rc/clk?jk=0149ac95e32ab8c4&fccid=0ee45a7723090d30&vjs=3,Weaver Popcorn Manufacturing,"26/07/2022, 19:33:04",auditor,indeed.com
015a38749e48a010,Sr. Internal Auditor,26/06/2022,"Cypress, CA 90630","Job Brief Senior Internal Auditor will assist Division Manager, Internal Audit in execution of J-Sox, operational audits and other internal audit projects to…",[],https://www.indeed.com/rc/clk?jk=015a38749e48a010&fccid=cbda9e3eac3bb996&vjs=3,Yamaha Motor,"26/07/2022, 19:33:04",auditor,indeed.com
0191a85e40fcfb5e,Sr. Internal Auditor,26/06/2022,"Hybrid remote in Dallas, TX","Assists external auditors on interim and annual basis to assure complete, accurate records and adequate internal controls in compliance with financial reporting…",[],https://www.indeed.com/rc/clk?jk=0191a85e40fcfb5e&fccid=e2df91eb3ab0dd5a&vjs=3,Mary Kay Inc,"26/07/2022, 19:33:04",auditor,indeed.com
019d24d71cdbb70b,Experienced Auditor-Auditor II,22/07/2022,"Hybrid remote in Middletown, DE 19709","Assist external auditors, as required.
Responsible for exhibiting Chesapeake Utilities Corporation’s Mission, Vision and Values, regarding external customers,…",[],https://www.indeed.com/rc/clk?jk=019d24d71cdbb70b&fccid=ce6209d476967882&vjs=3,Chesapeake Utilities Corporation,"26/07/2022, 19:33:04",auditor,indeed.com
01aee0e71fbc7756,"AVP, Audit - Corporate Audit",19/07/2022,"Chattanooga, TN","Requested Assurance Activities (direct-assist activities for external auditors).
Demonstrated track records of setting high goals for personal and group…",[],https://www.indeed.com/rc/clk?jk=01aee0e71fbc7756&fccid=645cc4ef8d29b478&vjs=3,Unum,"26/07/2022, 19:33:04",auditor,indeed.com
01b8fe7effc4a7d0,Senior Internal Auditor,26/06/2022,"Evanston, IL","Experience managing education compliance or regulatory testing.
Northwestern seeks a Senior Internal Auditor to play a pivotal role in helping the University…",[],https://www.indeed.com/rc/clk?jk=01b8fe7effc4a7d0&fccid=bc51f56762438d6f&vjs=3,Northwestern University,"26/07/2022, 19:33:04",auditor,indeed.com
01c74e33b872cfc5,Internal Auditor,13/07/2022,"Glendale, AZ","The Internal Audit function provides a variety of services to management and projects to: 1) provide assurance about the effectiveness of internal controls, 2)…",[],https://www.indeed.com/rc/clk?jk=01c74e33b872cfc5&fccid=40dab2048c41a718&vjs=3,Bechtel,"26/07/2022, 19:33:04",auditor,indeed.com
01e2118ab7693c3c,Compliance Auditor,14/07/2022,"City of Irving, TX+1 location","Financial Services provides useful, timely, and reliable financial information and support to city staff, management, council, citizens, and external parties.",[],https://www.indeed.com/rc/clk?jk=01e2118ab7693c3c&fccid=a84f688a70af2396&vjs=3,City of Irving Texas,"26/07/2022, 19:33:04",auditor,indeed.com
01e597286b1d8188,Sr Auditor / Auditor,20/07/2022,"Scottsdale, AZ","This work involves planning audit procedures; evaluating internal controls; collecting, evaluating and interpreting relevant data and records; performing…",[],https://www.indeed.com/rc/clk?jk=01e597286b1d8188&fccid=5f8f00c1e06f9211&vjs=3,City of Scottsdale,"26/07/2022, 19:33:04",auditor,indeed.com
0266cbd236e972fe,Global Wealth Management - Senior Auditor - Assistant Vice President,21/07/2022,"Marina, CA+7 locations",The Senior Auditor is an intermediate level role responsible for performing moderately complex audits and assessments of Citi’s risk and control environments in…,[],https://www.indeed.com/rc/clk?jk=0266cbd236e972fe&fccid=5bcd1ef0a7f4fb99&vjs=3,CITIBANK N.A.,"26/07/2022, 19:33:04",auditor,indeed.com
026fc37706932743,Internal Auditor,26/06/2022,Remote,Security Clearance required: No clearance required Cognosante is on a mission to transform our country’s healthcare and national security systems. With our…,[],https://www.indeed.com/rc/clk?jk=026fc37706932743&fccid=8b4c47d620a17ff5&vjs=3,"Cognosante, LLC","26/07/2022, 19:33:04",auditor,indeed.com
03b9ca60d4519c73,Professional Fee Coder / Auditor,26/06/2022,Remote,Code and audit professional fee records to determine appropriate designation of diagnosis and procedure codes while maintaining compliance with coding…,[],https://www.indeed.com/rc/clk?jk=03b9ca60d4519c73&fccid=bbc7adcc99fe2d08&vjs=3,YES HIM Consulting,"26/07/2022, 19:33:04",auditor,indeed.com
04351f8a54e4ed10,Internal Auditor / City Auditor's Office / #6821,28/06/2022,"City of Cape Coral, FL","City-paid life and long-term disability insurance.
Monitors compliance with established City policies and procedures, laws and regulations, collective…",[],https://www.indeed.com/rc/clk?jk=04351f8a54e4ed10&fccid=5f6e388fbaa425c4&vjs=3,"City of Cape Coral, FL","26/07/2022, 19:33:04",auditor,indeed.com
044c1dcce4771b24,Accountant,14/07/2022,"Nampa, ID 83687","Maintains financial information, files and records to ensure the availability of documentation and compliance with established polices and regulatory guidelines…",[],https://www.indeed.com/rc/clk?jk=044c1dcce4771b24&fccid=2bbc42a4984e69c0&vjs=3,Conrad & Bischoff,"26/07/2022, 19:33:04",auditor,indeed.com
04da2bfc429a8303,Staff Accountant - Remote,26/06/2022,"Temporarily Remote in Englewood, CO",Our Staff Accountant will execute the daily financial statement close process steps on a timely basis for one or more TTEC Ledgers.,[],https://www.indeed.com/rc/clk?jk=04da2bfc429a8303&fccid=4be57509a4916871&vjs=3,TTEC,"26/07/2022, 19:33:04",auditor,indeed.com
0563ce9fc1791315,Accounting Clerk,16/07/2022,"Anaheim, CA 92806","Verify, obtain approvals and pay invoices; bill and collect outstanding revenue in a timely, accurate manner in accordance with accounting policies and…",[],https://www.indeed.com/rc/clk?jk=0563ce9fc1791315&fccid=96d96aff1577e973&vjs=3,Embassy Suites by Hilton Anaheim North,"26/07/2022, 19:33:04",auditor,indeed.com
056c3c9886fc852d,Auditor-Appraiser I,23/07/2022,"San Bernardino County, CA+3 locations","Duties include analyzing and auditing ledgers, journals, financial statements, past income tax returns and other accounting information in order to conduct…",[],https://www.indeed.com/rc/clk?jk=056c3c9886fc852d&fccid=983d2094af00739d&vjs=3,San Bernardino County,"26/07/2022, 19:33:04",auditor,indeed.com
05b08d030c108952,Auditor Principal - Internal Auditor,01/07/2022,"Saint Paul, MN","The State of Minnesota offers a comprehensive benefits package including low cost medical and dental insurance, employer paid life insurance, short and long…","['28.25', '41.63']",https://www.indeed.com/rc/clk?jk=05b08d030c108952&fccid=0e58e9682e5d206a&vjs=3,State of Minnesota,"26/07/2022, 19:33:04",auditor,indeed.com
0635d932f135898c,Senior Auditor,19/07/2022,"Washington, DC 20001 (Judiciary Square area)",The Senior Auditor/Analyst is responsible for performing auditing activities relating to the programs and operations of the EAC.,[],https://www.indeed.com/rc/clk?jk=0635d932f135898c&fccid=e9fb45aa393fb91e&vjs=3,US Election Assistance Commission,"26/07/2022, 19:33:04",auditor,indeed.com
06640e32724d873d,Internal Auditor II,22/07/2022,"Annapolis, MD",The Internal Auditor is a staff auditor position responsible for auditing the operations and records of the State of Maryland Judiciary.,[],https://www.indeed.com/rc/clk?jk=06640e32724d873d&fccid=9d7558f2f3a315cc&vjs=3,Maryland Courts,"26/07/2022, 19:33:04",auditor,indeed.com
