job_id,job_title,job_date,job_loc,job_summary,job_salary,job_url,company_name,search_time,search_position,source
002d164f0f07e091,Senior Auditor - COO,08/07/2022,"Chandler, AZ+7 locations","Wells Fargo is seeking a Senior Auditor as part of Chief Operating Office focused on issue validation.
Perform audit testing components of assigned audits…",[],https://www.indeed.com/rc/clk?jk=002d164f0f07e091&fccid=78bbcd26e39621f5&vjs=3,WELLS FARGO BANK,"26/07/2022, 19:22:41",auditor,indeed.com
003789788e0959ac,"Auditor, Senior Associate, Hybrid",26/06/2022,"Remote in Boston, MA 02111","Assist in the performance of audits, specifically focusing on fieldwork and testing the internal control environment of State Street Corporation, globally.",[],https://www.indeed.com/rc/clk?jk=003789788e0959ac&fccid=92f1ccd9154b0139&vjs=3,State Street,"26/07/2022, 19:22:41",auditor,indeed.com
00648b40684c6023,Auditor Manager - Remote,26/06/2022,Remote,"Attend entrance and exit conferences, lends assistance to auditors as required, and follows up on audit recommendations.",[],https://www.indeed.com/rc/clk?jk=00648b40684c6023&fccid=ffa029b8632ab6e4&vjs=3,Novitas,"26/07/2022, 19:22:41",auditor,indeed.com
0066cf5fa151a8a6,Senior Internal Auditor,15/07/2022,"Reno, NV 89502 (South Central area)","The Senior Internal Auditor will be responsible for planning, performing and coordinating internal audits.
This position will conduct Operational and Financial…",[],https://www.indeed.com/rc/clk?jk=0066cf5fa151a8a6&fccid=d29c72babb38348b&vjs=3,Atlantis Casino Resort & Spa,"26/07/2022, 19:22:41",auditor,indeed.com
008b7a08f4bd3349,Sr. Internal Auditor,08/07/2022,"Hybrid remote in Belleville, IL 62223","Assist external auditors with fieldwork and completion of the SOC 2 type II Report.
We have a great benefits package and paid time off program, with casual…",[],https://www.indeed.com/rc/clk?jk=008b7a08f4bd3349&fccid=0bcdde91253ed232&vjs=3,"Allsup, LLC","26/07/2022, 19:22:41",auditor,indeed.com
013e42cf047b943a,Pre-Funding Auditor,26/06/2022,Remote,"Knowledge of regulatory issues surrounding consumer lending products and guidelines.
The Pre-Funding Auditor I must exhibit a high level of professionalism and…",[],https://www.indeed.com/rc/clk?jk=013e42cf047b943a&fccid=144839c80fc0bef7&vjs=3,Silverton Mortgage,"26/07/2022, 19:22:41",auditor,indeed.com
0149ac95e32ab8c4,Plant Financial Analyst – A Full-Scope Business Partner,23/07/2022,"Van Buren, IN","Benefits begin the first day of the month following your date of hire and include Medical, Dental, and Vision group health care coverage, along with life…",[],https://www.indeed.com/rc/clk?jk=0149ac95e32ab8c4&fccid=0ee45a7723090d30&vjs=3,Weaver Popcorn Manufacturing,"26/07/2022, 19:22:41",auditor,indeed.com
015a38749e48a010,Sr. Internal Auditor,26/06/2022,"Cypress, CA 90630","Senior Internal Auditor will assist Division Manager, Internal Audit in execution of J-Sox, operational audits and other internal audit projects to promote and…",[],https://www.indeed.com/rc/clk?jk=015a38749e48a010&fccid=cbda9e3eac3bb996&vjs=3,Yamaha Motor,"26/07/2022, 19:22:41",auditor,indeed.com
019d24d71cdbb70b,Experienced Auditor-Auditor II,22/07/2022,"Hybrid remote in Middletown, DE 19709","Assist external auditors, as required.
Responsible for exhibiting Chesapeake Utilities Corporation’s Mission, Vision and Values, regarding external customers,…",[],https://www.indeed.com/rc/clk?jk=019d24d71cdbb70b&fccid=ce6209d476967882&vjs=3,Chesapeake Utilities Corporation,"26/07/2022, 19:22:41",auditor,indeed.com
01b8fe7effc4a7d0,Senior Internal Auditor,26/06/2022,"Evanston, IL","Northwestern seeks a Senior Internal Auditor to play a pivotal role in helping the University identify and mitigate risk.
Manage new audit program development.",[],https://www.indeed.com/rc/clk?jk=01b8fe7effc4a7d0&fccid=bc51f56762438d6f&vjs=3,Northwestern University,"26/07/2022, 19:22:41",auditor,indeed.com
01c74e33b872cfc5,Internal Auditor,13/07/2022,"Glendale, AZ","The Internal Audit function provides a variety of services to management and projects to: 1) provide assurance about the effectiveness of internal controls, 2)…",[],https://www.indeed.com/rc/clk?jk=01c74e33b872cfc5&fccid=40dab2048c41a718&vjs=3,Bechtel,"26/07/2022, 19:22:41",auditor,indeed.com
01e2118ab7693c3c,Compliance Auditor,14/07/2022,"City of Irving, TX+1 location","Financial Services provides useful, timely, and reliable financial information and support to city staff, management, council, citizens, and external parties.",[],https://www.indeed.com/rc/clk?jk=01e2118ab7693c3c&fccid=a84f688a70af2396&vjs=3,City of Irving Texas,"26/07/2022, 19:22:41",auditor,indeed.com
01e597286b1d8188,Sr Auditor / Auditor,20/07/2022,"Scottsdale, AZ","This work involves planning audit procedures; evaluating internal controls; collecting, evaluating and interpreting relevant data and records; performing…",[],https://www.indeed.com/rc/clk?jk=01e597286b1d8188&fccid=5f8f00c1e06f9211&vjs=3,City of Scottsdale,"26/07/2022, 19:22:41",auditor,indeed.com
0266cbd236e972fe,Global Wealth Management - Senior Auditor - Assistant Vice President,21/07/2022,"Marina, CA+7 locations",The Senior Auditor is an intermediate level role responsible for performing moderately complex audits and assessments of Citi’s risk and control environments in…,[],https://www.indeed.com/rc/clk?jk=0266cbd236e972fe&fccid=5bcd1ef0a7f4fb99&vjs=3,CITIBANK N.A.,"26/07/2022, 19:22:41",auditor,indeed.com
026fc37706932743,Internal Auditor,26/06/2022,Remote,"The internal auditor will collaborate directly across all Cognosante departments and teams to support this mission.
Experience developing audit plans/schedules.",[],https://www.indeed.com/rc/clk?jk=026fc37706932743&fccid=8b4c47d620a17ff5&vjs=3,"Cognosante, LLC","26/07/2022, 19:22:41",auditor,indeed.com
02b9e66977aa5443,Technical Auditor,26/07/2022,"Gainesville, TX","The position holder will act as a full time member of the SAFRAN Seats Technical Audit team, and so has the responsibility to complete those activities in…",[],https://www.indeed.com/rc/clk?jk=02b9e66977aa5443&fccid=b3885ca934ed0066&vjs=3,Safran,"26/07/2022, 19:22:41",auditor,indeed.com
03b9ca60d4519c73,Professional Fee Coder / Auditor,26/06/2022,Remote,Code and audit professional fee records to determine appropriate designation of diagnosis and procedure codes while maintaining compliance with coding…,[],https://www.indeed.com/rc/clk?jk=03b9ca60d4519c73&fccid=bbc7adcc99fe2d08&vjs=3,YES HIM Consulting,"26/07/2022, 19:22:41",auditor,indeed.com
03f7045cd1e7a9ce,Senior Auditor,16/07/2022,"Pasadena, CA 91124 (Pasadena area)","Has knowledge of internal auditing techniques and Banking operations.
Conduct risk assessment of assigned department or functional area in established/required…",[],https://www.indeed.com/rc/clk?jk=03f7045cd1e7a9ce&fccid=6d3b3db8f9b2d20f&vjs=3,East West Bank,"26/07/2022, 19:22:41",auditor,indeed.com
03fee578e4efc62d,Associate Auditor,07/07/2022,"San Antonio, TX 78249","Assists with the identification of potentially fraudulent activity through the review of contracts, invoices, data analytics, public records, and social media.",[],https://www.indeed.com/rc/clk?jk=03fee578e4efc62d&fccid=9d894acda147ddfc&vjs=3,Valero Energy Corporation,"26/07/2022, 19:22:41",auditor,indeed.com
04351f8a54e4ed10,Internal Auditor / City Auditor's Office / #6821,28/06/2022,"City of Cape Coral, FL","City-paid life and long-term disability insurance.
Monitors compliance with established City policies and procedures, laws and regulations, collective…",[],https://www.indeed.com/rc/clk?jk=04351f8a54e4ed10&fccid=5f6e388fbaa425c4&vjs=3,"City of Cape Coral, FL","26/07/2022, 19:22:41",auditor,indeed.com
044c1dcce4771b24,Accountant,14/07/2022,"Nampa, ID 83687","Maintains financial information, files and records to ensure the availability of documentation and compliance with established polices and regulatory guidelines…",[],https://www.indeed.com/rc/clk?jk=044c1dcce4771b24&fccid=2bbc42a4984e69c0&vjs=3,Conrad & Bischoff,"26/07/2022, 19:22:41",auditor,indeed.com
04da2bfc429a8303,Staff Accountant - Remote,26/06/2022,"Temporarily Remote in Englewood, CO",Our Staff Accountant will execute the daily financial statement close process steps on a timely basis for one or more TTEC Ledgers.,[],https://www.indeed.com/rc/clk?jk=04da2bfc429a8303&fccid=4be57509a4916871&vjs=3,TTEC,"26/07/2022, 19:22:41",auditor,indeed.com
053fbc5feff4b286,Staff Auditor,26/06/2022,"Alexandria, VA 22314 (Old Town area)","Bachelor's degree from an accredited college or university.
None required; CPA candidate preferred.
Audit or financial accounting assistance services.",[],https://www.indeed.com/rc/clk?jk=053fbc5feff4b286&fccid=ee562ea9dac8cacf&vjs=3,Lani Eko & Company,"26/07/2022, 19:22:41",auditor,indeed.com
05514a68f106be31,"Compliance & Audit Analyst / Lvl 1 / Orlando, FL or Grand Prairie, TX",30/06/2022,"Grand Prairie, TX 75051","Supports control testing to satisfy SOX-404 compliance.
Conducts Property/Custodian verification audits.
Those that demand extraordinary amounts of courage,…",[],https://www.indeed.com/rc/clk?jk=05514a68f106be31&fccid=aeb15e43a6800b9d&vjs=3,LOCKHEED MARTIN CORPORATION,"26/07/2022, 19:22:41",auditor,indeed.com
056c3c9886fc852d,Auditor-Appraiser I,23/07/2022,"San Bernardino County, CA+3 locations","Duties include analyzing and auditing ledgers, journals, financial statements, past income tax returns and other accounting information in order to conduct…",[],https://www.indeed.com/rc/clk?jk=056c3c9886fc852d&fccid=983d2094af00739d&vjs=3,San Bernardino County,"26/07/2022, 19:22:41",auditor,indeed.com
